UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
2457,M2456,L,300.9996432719476,310.6468704648968,2038.9644664391021,32.847596095460396,115,0,No Failure
2458,M2457,M,296.0177197020907,312.138055211634,1627.062356716414,41.98431365050421,46,0,No Failure
2459,M2458,L,299.27753961417125,310.71238334486645,1380.8627547780436,39.16114142764107,241,0,No Failure
2460,M2459,L,300.2449818507489,309.21233840818957,1364.889591875032,48.727352006941274,72,0,No Failure
2461,M2460,H,300.1747148505205,308.918054120821,1661.0462545933822,33.89247367701073,218,0,No Failure
2462,M2461,M,298.5383737487825,309.0470311664926,1680.9840299318266,30.333862171099575,27,0,No Failure
2463,M2462,M,300.4905834852739,312.00331188038206,1659.6215426168822,36.8835727491425,34,0,No Failure
2464,M2463,L,297.5149983261612,309.67267255947854,1414.888528270056,49.77019335642814,106,0,No Failure
2465,M2464,M,298.1101825546299,309.33735660617197,1561.1687288828355,46.29672871082154,165,0,No Failure
2466,M2465,L,301.2915952832074,309.8415633558728,1522.1830195266768,40.87148007922417,95,0,No Failure
2467,M2466,L,297.96867353824035,309.6830929513943,1312.7479255123146,53.25963188002857,168,0,No Failure
2468,M2467,L,301.0764232109845,311.5676503597875,1314.7012314247957,51.448562428051574,66,0,No Failure
2469,M2468,L,297.2610724506879,308.9855225089837,1582.393008908627,47.884822361427666,183,0,No Failure
2470,M2469,L,303.52965176758346,311.18064323166044,1539.2902162087316,28.220161766514156,136,0,No Failure
2471,M2470,L,298.4514601551919,310.12209209645107,1610.6703421684424,47.83239037307871,130,0,No Failure
2472,M2471,H,299.5526668563931,311.2070265134277,1658.2046077387436,37.97641753541821,50,0,No Failure
2473,M2472,H,300.6612265221808,311.58261904373404,1799.8765244995056,36.05055769290915,227,0,No Failure
2474,M2473,M,298.8693000949978,310.08479763391307,1344.8191227767907,33.17448528722793,76,0,No Failure
2475,M2474,L,300.2868119221426,309.6849363904008,1626.0472397450765,38.282834361156574,176,0,No Failure
2476,M2475,M,301.15071344904027,310.0661788318651,1649.839763305737,33.742462448492844,225,0,No Failure
2477,M2476,L,301.92122646500695,309.90522932799485,1437.573917494911,41.697542999510716,221,0,No Failure
2478,M2477,M,301.5829948719459,308.3430335442613,1524.3726367138538,38.27056838987996,207,1,No Failure
2479,M2478,L,299.65637907239466,311.55248037378504,1442.6882886607852,42.20538492645063,224,0,No Failure
2480,M2479,M,299.7067364519128,310.2457850173812,1921.718076671435,45.53271537988068,162,0,No Failure
2481,M2480,L,304.69821711605005,308.83690081494893,1520.9705380882212,37.05634828478184,15,0,No Failure
2482,M2481,M,301.8997781364986,307.9324766798016,1590.3010217422786,32.62706771950633,229,0,No Failure
2483,M2482,H,298.1563526873596,307.67240076706963,1447.2031406165577,19.93597368936178,167,0,No Failure
2484,M2483,L,300.1999763275311,310.7704804366875,1404.073086749842,47.70653716567502,68,0,No Failure
2485,M2484,L,299.3297137224436,309.3810224315929,1239.5994676596647,40.78765263080486,7,0,No Failure
2486,M2485,H,299.72933153215376,309.54509933189485,1719.9737249450666,38.23823619588384,181,0,No Failure
2487,M2486,L,297.5410096845838,310.4881542645388,1653.6874994793202,51.719163825273085,160,0,No Failure
2488,M2487,M,299.17615353122807,309.48395184389824,1439.780711112043,27.114788066146755,178,0,No Failure
2489,M2488,L,303.6231115463878,310.5465244160535,1319.9260193872115,40.56239761911454,221,0,No Failure
2490,M2489,L,301.158152601751,310.0952640643767,1535.9817052840287,30.359413595294015,129,0,No Failure
2491,M2490,L,295.01767718369706,309.91587041685074,1400.460638740606,46.56005854176216,165,0,No Failure
2492,M2491,L,302.4334469849959,308.42724959430853,1455.5914862735758,17.73858720890886,55,0,No Failure
2493,M2492,M,302.1792590458183,309.18026864356113,1247.288011079423,48.04015662735865,229,0,No Failure
2494,M2493,L,299.2814293913872,310.60253536558685,1543.413916129606,47.626601871662736,19,0,No Failure
2495,M2494,L,301.43452708756644,309.3179781851359,1547.4006403977498,30.769875668645902,51,0,No Failure
2496,M2495,L,298.2812015783656,311.2053695557845,1718.9445768479368,40.663397090694374,136,0,No Failure
2497,M2496,L,299.05948856746727,312.3464013239934,1469.8516862734787,30.984766599802747,64,0,No Failure
2498,M2497,M,302.9970927213397,310.65638530084135,1433.2875045592327,44.27596460612069,65,0,No Failure
2499,M2498,H,299.4565399202606,311.49283189136514,1188.647826776555,48.20229107712669,243,0,No Failure
2500,M2499,L,296.26053667609,310.7207272382961,1720.1921896725257,29.950203341623975,18,0,No Failure
2501,M2500,M,299.8733935544373,309.4657379773278,1678.5646233113919,27.032513431231802,143,0,No Failure
2502,M2501,M,299.8428232141713,310.20015166480744,1505.7476882813603,50.96437150700237,232,0,No Failure
2503,M2502,L,302.3967371387469,312.01332094609745,1234.1537890939255,59.41170591511461,196,0,No Failure
2504,M2503,H,300.02867284435155,309.4764462573726,1257.0945937823717,44.944470566020925,95,0,No Failure
2505,M2504,L,299.1568353771194,308.96067270112195,1390.5788142471422,45.68441488492121,247,0,No Failure
2506,M2505,L,302.0901122904624,308.8658055768847,1693.0451417733327,36.679594208411515,19,0,No Failure
2507,M2506,M,300.24158046500224,309.78247061616645,1558.0675270483275,41.80028005880193,106,0,No Failure
2508,M2507,L,298.49995463686855,308.99652791135696,1201.328562223645,43.507212852395696,51,0,No Failure
2509,M2508,M,302.30999512108326,311.67401942743726,1580.8423829200442,38.17427064205184,141,0,No Failure
2510,M2509,M,300.3873235290336,310.2163565345913,1332.1706841658286,53.49860522014505,121,0,No Failure
2511,M2510,L,300.0058519333589,310.9717263097605,1395.5575546975708,41.76744756034496,204,0,No Failure
2512,M2511,M,300.3558167828233,309.7013346094203,1694.347602504341,43.0560001014829,90,0,No Failure
2513,M2512,L,297.8586632571668,308.8598028022439,1653.1008167561663,38.38036949660153,162,0,No Failure
2514,M2513,L,298.9446924476433,308.69060605456673,1718.6199765650847,39.3966072456589,184,0,No Failure
2515,M2514,M,300.0071652036656,309.0920082578219,1495.3732961831577,52.18710271142301,121,0,No Failure
2516,M2515,H,299.61067260995065,310.3475254940267,1676.6049115732374,41.45906031028221,161,0,No Failure
2517,M2516,L,302.5448567656332,310.51988293176794,1382.7727472473885,41.69295052511939,186,0,No Failure
2518,M2517,L,300.434811705454,310.6031960730587,1448.4868130789414,41.822020778927445,79,0,No Failure
2519,M2518,M,301.7098078452728,308.51132731621817,1434.7413551190418,36.35487363085827,155,0,No Failure
2520,M2519,M,300.0187907091517,309.99959081410174,1504.7730036448988,25.920599843461122,170,0,No Failure
2521,M2520,M,302.11257696749226,308.9739381691076,1242.7017827375844,55.72574147111615,162,0,No Failure
2522,M2521,L,300.7950555131463,310.40146596758456,1454.9990193753276,50.68294011900027,142,0,No Failure
2523,M2522,L,300.0268409707769,310.47907705549744,1790.3314603037477,52.490436522848896,2,0,No Failure
2524,M2523,L,299.973433822082,308.82782695297357,1281.4943676377131,29.274811309474543,218,0,No Failure
2525,M2524,M,298.09112274741807,310.96802960719634,1234.1357436169935,54.44920254642602,154,0,No Failure
2526,M2525,L,301.0138314402726,312.33882294152824,1250.2623344675544,59.66870787025279,126,0,No Failure
2527,M2526,L,299.9195905309272,310.8348357375847,2032.3718888149283,50.44822414272791,114,0,No Failure
2528,M2527,H,298.99601607963757,309.8371659604489,1592.9703961740754,56.47822412520313,3,0,No Failure
2529,M2528,L,302.21292354162415,309.6834542967903,1445.9469231317235,47.97848608259771,212,0,No Failure
2530,M2529,H,297.49956794821037,309.7909360183275,1513.6640826016273,31.53392396620052,149,0,No Failure
2531,M2530,M,299.15500820913513,309.239266153223,1545.5278798493634,45.076318704322084,68,0,No Failure
2532,M2531,M,302.05543749755907,310.25239820665206,1371.910004854124,29.79657300224767,104,0,No Failure
2533,M2532,L,300.6310458818405,308.8615374088457,1396.5566502581794,34.02625861500286,230,0,No Failure
2534,M2533,L,299.9042821446945,308.1103022134021,1468.463373559594,43.16280428589269,22,0,No Failure
2535,M2534,M,300.5020070863003,310.2196016818136,1355.0489823530188,41.82018470880098,214,0,No Failure
2536,M2535,M,300.3588283420977,310.02123306577585,1420.6130785957623,44.63075406336063,140,0,No Failure
2537,M2536,M,296.96667490742817,309.4288299835628,1570.6183154660691,22.079110062755237,59,0,No Failure
2538,M2537,L,299.30147622930406,308.7173033773896,1300.56936407598,38.45762053242464,26,0,No Failure
2539,M2538,M,303.2330433090275,310.28974402691404,2021.9898841895706,45.48998497665538,118,0,No Failure
2540,M2539,M,298.68135173044567,309.00982496142956,1650.63132217724,47.48373672559242,49,0,No Failure
2541,M2540,M,299.36339797179136,309.86105564913464,1245.9830522974696,48.13772980583268,247,1,No Failure
2542,M2541,M,298.9167584733816,311.76497185412643,1004.4192981798776,42.51258261056624,206,0,No Failure
2543,M2542,M,299.82596955336373,310.6511897695754,1362.4993429724443,36.207758500225445,11,0,No Failure
2544,M2543,M,298.8337543373514,308.6308673376183,1636.8721299214494,45.01470885176038,137,0,No Failure
2545,M2544,L,300.9734830043161,308.7251484289877,1598.093978890021,37.00286884709784,48,0,No Failure
2546,M2545,L,300.39462682458054,310.1518190927438,1477.8302979302775,49.01056386898915,229,0,No Failure
2547,M2546,L,301.54709523021404,308.624679317941,1379.711507771383,44.27307953294466,219,0,No Failure
2548,M2547,L,297.8981176676221,307.9982745187657,1319.173725201614,39.38277853212326,106,0,No Failure
2549,M2548,L,299.3193190342342,310.53237201129673,1419.4833857780986,32.310048822424825,34,0,No Failure
2550,M2549,L,299.5485547367757,310.3209357543209,1297.5240052344795,51.19475440538089,165,0,No Failure
2551,M2550,L,300.9112938201772,310.45059833127914,1420.22444875831,45.5904944634186,181,0,No Failure
2552,M2551,L,298.41355760558594,310.2630351818179,1766.1901871645643,61.02969676593723,119,0,No Failure
2553,M2552,M,301.8313076085167,309.9346892883276,1345.7520401501201,45.262192639929445,19,0,No Failure
2554,M2553,H,302.3728311810352,309.33781145232336,1622.1762566103976,46.09916890783421,11,0,No Failure
2555,M2554,L,298.02225530472884,310.5161349660879,1652.6847625968405,25.347311846030003,2,0,No Failure
2556,M2555,H,299.0182542102129,311.5298834884052,1284.0797362928167,43.10484379528061,1,0,No Failure
2557,M2556,L,298.9361369834158,309.49877099255656,1331.3256250880993,36.83471746675541,219,0,No Failure
2558,M2557,L,305.264772409355,308.9792597897917,1713.788687397358,48.26432288409111,21,0,No Failure
2559,M2558,L,299.14019978958424,308.86488058058876,1314.8471920698605,43.346844431590824,34,0,No Failure
2560,M2559,L,303.3552508843123,309.1332697666663,1488.5028501578392,49.85273181025923,236,0,No Failure
2561,M2560,M,297.46673600978676,310.20259852447606,1907.996764433705,61.325951139619455,243,0,No Failure
2562,M2561,M,298.0206980676713,307.8603724364464,1695.9664514122728,32.01637694547768,8,0,No Failure
2563,M2562,L,298.6267909363036,310.43917042443235,1517.0460903471132,49.46706559525387,86,0,No Failure
2564,M2563,L,298.30862137710693,310.64391301029616,1668.146114906251,46.83593166810359,16,0,No Failure
2565,M2564,L,299.464202531683,308.2019216400571,1488.8155829371963,59.79294787882198,141,0,No Failure
2566,M2565,L,298.582443594557,309.0208195637224,1703.6463666406949,47.05384570031603,243,0,No Failure
2567,M2566,L,298.3613168145309,310.0796809798454,1090.7469137307057,46.014103947437405,159,0,No Failure
2568,M2567,L,302.3169439929467,309.8565302696956,1472.146800725011,48.51453231028983,186,0,No Failure
2569,M2568,M,302.44758724502634,310.51963746826857,1082.7320186814356,49.21266108967,103,0,No Failure
2570,M2569,H,301.8985929967506,309.85886317848366,1532.2710376463658,54.54370152260836,185,0,No Failure
2571,M2570,L,301.04799791116864,311.26476952677496,1452.7644203454602,31.80621470613513,35,0,No Failure
2572,M2571,H,300.1854861315591,309.6788306009563,1772.145969328466,36.076612222746746,160,0,No Failure
2573,M2572,L,299.0059386186682,309.01696701328024,1642.3654737195334,57.352861194805044,201,0,No Failure
2574,M2573,L,298.0936849904898,308.93655813373823,1394.7824624919867,20.412850546039177,63,0,No Failure
2575,M2574,L,300.7259914068654,310.7354685092817,1418.756748683827,39.15270755801875,140,0,No Failure
2576,M2575,M,297.65273921490643,310.0296211419569,1576.1393060459561,41.49559986384167,161,0,No Failure
2577,M2576,H,298.0121581416492,310.6337159007252,1385.4878814893455,38.23088120262169,132,0,No Failure
2578,M2577,M,302.3058265124096,310.6131224992292,1493.525442723091,55.80948033140319,197,0,No Failure
2579,M2578,L,303.8012980834442,307.98015014723615,1763.3396129029738,44.75937782001579,160,0,No Failure
2580,M2579,M,300.78659027633296,308.85991739897656,1334.1739632939243,36.126858953547625,132,0,No Failure
2581,M2580,L,302.2129143045893,308.97937495949617,1410.465126808721,33.65590689002785,215,0,No Failure
2582,M2581,M,299.50830336511206,309.18393581150826,1438.5135309101368,42.81825578493088,110,0,No Failure
2583,M2582,L,297.3246516278246,309.5796446734235,2131.614685237125,51.659540372027664,199,0,No Failure
2584,M2583,L,301.2243432372372,310.99914959461717,1621.6485325014335,41.384081113675784,17,0,No Failure
2585,M2584,L,301.1385786465401,311.1984823523839,1726.4136678095683,38.655796657421675,88,0,No Failure
2586,M2585,M,300.1433371077605,309.707109169797,1653.625142375677,33.04716311155305,17,0,HDF
2587,M2586,L,299.5152490837898,309.74871913867526,1667.07877319706,43.740388380893,227,0,No Failure
2588,M2587,M,301.9244211571622,309.2945662759427,1594.7147074664576,43.18570522370923,153,0,No Failure
2589,M2588,L,298.02853393314507,310.0891876972386,1573.0538400118185,32.757814339038134,83,0,TWF
2590,M2589,M,298.45243884221867,310.20252088273395,1209.8510691062927,50.26416175993122,19,0,No Failure
2591,M2590,M,297.9837869864791,310.8064755550023,1571.5729112685879,57.06043309253779,102,0,No Failure
2592,M2591,M,300.16994592527163,310.7984387259826,1478.3312815214083,40.489979678653775,103,0,No Failure
2593,M2592,L,297.8242139757815,307.69788194893096,1609.091380569899,43.021376431126534,124,0,No Failure
2594,M2593,L,298.6315156389695,309.8474550523629,1485.8281666719106,28.950653792857956,215,0,No Failure
2595,M2594,L,298.5884888755456,311.3841000308901,1652.6328585455983,47.37189525373758,83,0,No Failure
2596,M2595,M,299.4787833353321,309.5618850726951,1687.986514229836,44.64174216927463,108,0,No Failure
2597,M2596,L,297.02525110719205,311.1392418183633,917.5679950708471,36.73895520521009,3,0,No Failure
2598,M2597,L,300.17440998407454,309.6935481999888,1413.2214363668083,32.56507481048,21,0,No Failure
2599,M2598,L,302.4946073013294,310.17492346744194,1128.5226188223746,58.47570243621661,126,0,No Failure
2600,M2599,L,300.2709827446335,308.86310930760084,1547.7889109283988,43.82770236073001,216,0,No Failure
2601,M2600,M,303.08264228960263,308.9007514424335,1439.8583244292,30.8232870411927,84,0,PWF
2602,M2601,L,302.6679963717539,310.725491572263,1771.165694117321,48.55544292415305,209,0,No Failure
2603,M2602,M,301.5554700944957,310.88181828020066,1541.4489323601754,42.29657312807796,236,0,No Failure
2604,M2603,L,300.14937168527376,310.02642890620047,1402.8940047072574,40.58892330327058,237,0,No Failure
2605,M2604,L,300.0450007764909,308.77247575736163,1687.7143079691168,49.785572955377006,200,0,No Failure
2606,M2605,L,301.5275995447265,310.0438045566072,1436.3595084345113,13.87236912018107,235,0,No Failure
2607,M2606,L,299.21665878099196,311.2572349606743,1400.4004888212662,21.92960388882316,8,0,No Failure
2608,M2607,L,296.23495849706507,311.74286647005175,1578.7250829283712,53.79218724536627,186,0,No Failure
2609,M2608,M,300.9840081082059,309.6832920676741,1822.5942779878942,38.710778835529986,32,0,No Failure
2610,M2609,L,297.7378627401301,308.3401321497422,1670.7103816479644,35.73227719121334,104,0,No Failure
2611,M2610,M,298.07571754361925,310.8403635995548,1613.3861930562953,26.622430116673254,6,0,No Failure
2612,M2611,L,300.00044789599156,309.724036903545,2050.189706704333,41.93849349149304,160,0,No Failure
2613,M2612,L,299.80975024489305,310.943040641561,1353.5179927281015,43.172558056765595,65,0,No Failure
2614,M2613,M,297.17584878736875,310.2810722250176,1349.0564326115787,54.40814641995163,241,0,No Failure
2615,M2614,L,300.33098312826627,309.11655589423816,1529.1138960879487,43.72445175189313,199,0,No Failure
2616,M2615,L,301.9322793217221,310.0582443606594,1803.005276820943,36.971921002815854,96,0,No Failure
2617,M2616,L,297.74331685946845,311.3083383670543,1311.6628047410795,44.05676751869618,186,0,No Failure
2618,M2617,L,302.5449666616975,309.85084601103273,1850.914519512612,51.09488562244609,34,0,No Failure
2619,M2618,M,296.8796583497401,308.96519483655464,1212.1755021183224,48.91219680519052,92,0,No Failure
2620,M2619,L,304.2346482887419,308.41135583140334,1475.7563898557644,46.214347913217445,159,0,No Failure
2621,M2620,M,299.17747913903304,309.22783531313536,1534.69313313373,42.745818493125526,0,0,RNF
2622,M2621,M,300.2912339936538,309.58986373822904,1323.4736167364194,34.18672787849548,116,0,No Failure
2623,M2622,L,296.21593285502865,310.81999913591727,1375.7531270135598,29.672011875048454,94,0,No Failure
2624,M2623,H,299.87572786706136,308.87915073218835,1659.326095867133,28.08993927622313,179,0,No Failure
2625,M2624,L,300.45696435543636,311.55375188572964,1788.3111485022469,43.93966287875058,34,0,No Failure
2626,M2625,H,299.827675791801,308.66284778915883,1077.0779275007958,44.982800699350754,39,0,No Failure
2627,M2626,L,298.87383784589525,312.3314860925568,1536.047277091863,50.94304482603898,171,0,No Failure
2628,M2627,M,298.10687096294436,311.7255185567545,1477.3382192768395,45.617318522498614,38,0,No Failure
2629,M2628,L,302.2610532390746,310.141166249388,1521.47927112479,50.508714491459585,19,0,No Failure
2630,M2629,L,300.0616142699959,308.3523064652304,1436.6467048767597,38.69453369358081,96,0,No Failure
2631,M2630,M,303.0815047530335,309.9445759380176,1241.9026060887345,47.7084246343632,214,0,No Failure
2632,M2631,M,298.94703529041016,309.6131590420135,1808.4593956089243,29.985294880696475,130,1,No Failure
2633,M2632,L,299.13041061325555,308.7257127769491,1731.86591966614,39.39814148124075,52,0,No Failure
2634,M2633,L,301.6311884891923,310.29100962724743,1479.2021622206234,21.685143957614514,139,1,No Failure
2635,M2634,M,296.7540500759929,309.17635687014433,1402.3373575053315,40.315846561056695,135,0,No Failure
2636,M2635,M,297.57307327969414,309.2850941529504,1378.1118741988241,52.247864840410315,191,0,No Failure
2637,M2636,H,302.19496994270634,309.7963213654277,982.869355037104,40.70210650082773,168,0,No Failure
2638,M2637,M,297.6561321415536,309.4250911712943,1570.7640149204822,47.218249921732244,110,0,No Failure
2639,M2638,H,296.36189796939493,312.07815661711004,1656.0647180605688,42.73185214091321,121,0,No Failure
2640,M2639,M,303.7370543761462,309.46428536700046,1527.5804232219537,34.29574187360639,138,0,No Failure
2641,M2640,L,297.21236470425157,310.4408810113945,1482.7327130800495,38.133521896487615,25,0,No Failure
2642,M2641,L,300.3682387966563,310.1455224922104,1526.676701697317,51.79684493650852,214,0,No Failure
2643,M2642,M,300.1381703854485,310.3527502252589,1329.3548038484846,47.16674055807872,37,0,No Failure
2644,M2643,M,294.37874336676384,310.42908840361093,1400.0889545259338,33.82404199546619,132,0,No Failure
2645,M2644,L,299.4653659536644,310.8813614866061,1466.7333943535684,26.125284541014846,31,0,No Failure
2646,M2645,L,300.8968264989582,310.26644607561866,1639.3353149529792,42.06846583564474,196,0,No Failure
2647,M2646,H,300.70861876303775,310.2248957948863,1775.7716746590222,34.18120176230247,111,0,No Failure
2648,M2647,L,301.807041367607,310.05847706846816,1454.1704314054086,38.225649902367174,142,0,No Failure
2649,M2648,L,299.2250173701891,309.86158214766004,1291.0428924869168,25.455774169055218,188,0,No Failure
2650,M2649,L,301.4250088841843,309.0882021183393,1507.129358152686,50.40752857511295,106,0,No Failure
2651,M2650,L,298.62134186383986,309.9391316225798,1902.2982225177843,39.03022192732822,51,1,No Failure
2652,M2651,L,297.17906516717443,310.2412673752655,1308.4387129732531,40.546599711347554,214,0,No Failure
2653,M2652,L,297.40454324863754,310.4021645565728,1677.1681494265624,31.67069784604832,112,0,No Failure
2654,M2653,L,297.07577908960917,310.18028477299026,1767.1921112241212,37.22615294140382,125,0,No Failure
2655,M2654,M,302.01917193578237,309.76704498655147,1427.9970280349028,41.22459776327268,27,0,No Failure
2656,M2655,L,296.9708529818829,309.94292009680413,1359.855084456192,33.867427735229874,146,0,No Failure
2657,M2656,M,300.5480776812986,309.44635351544923,1614.9913365666505,37.8413824993333,53,0,No Failure
2658,M2657,M,299.46815161185515,310.31322399100657,1570.643354560833,53.86291424553325,121,0,No Failure
2659,M2658,L,299.7947028530987,309.7788717720859,1638.9548342641774,22.499580303646884,80,0,No Failure
2660,M2659,M,302.7272145903994,310.18056093819746,1914.741886297961,41.845617010613346,14,0,No Failure
2661,M2660,L,299.12314526556946,311.0008030433826,1533.4093106753128,32.14533933048509,12,0,No Failure
2662,M2661,M,301.2232031230994,309.29064109035755,1261.5550302087795,53.36489989834383,214,0,No Failure
2663,M2662,L,300.07512670276225,310.5966953809105,1513.3280004336848,38.19272699162723,209,0,No Failure
2664,M2663,M,299.6959621887346,310.0332101798854,1548.3113588410763,29.52845425608462,22,0,No Failure
2665,M2664,M,304.59993824877296,312.0211935995808,1753.4337274176498,37.84389962314336,79,0,No Failure
2666,M2665,L,297.1173165085693,309.7836996715365,1460.6471209144593,43.49634257735314,189,0,No Failure
2667,M2666,L,302.5782636708749,310.69516458315104,1418.186433260923,67.75622457576958,211,0,No Failure
2668,M2667,M,301.3128131309799,310.01535345175597,1225.761200766682,18.90189968670395,24,1,No Failure
2669,M2668,M,299.0409500107364,308.61169549168653,1609.482558412826,28.008838650155674,159,0,No Failure
2670,M2669,L,303.25863703488324,309.4793109044809,2169.641437107795,53.05218880468048,148,0,No Failure
2671,M2670,M,296.30377977522295,310.8804711054284,1455.4818031992122,24.910403573672756,128,0,No Failure
2672,M2671,L,298.95646668540184,309.5673055393917,1590.3909909043898,40.09631922849121,27,0,No Failure
2673,M2672,M,297.58303559146185,307.7797436851604,1390.4334293370073,35.166351209617495,90,0,No Failure
2674,M2673,L,300.82416692974294,309.9685969830755,1243.7430160008319,33.59575953225161,115,0,No Failure
2675,M2674,M,297.77387179762565,308.907663702049,1586.8471878401062,38.278073843915124,218,0,No Failure
2676,M2675,L,300.86612789348266,310.13181773259674,1505.6376566874385,36.673172788407776,236,0,No Failure
2677,M2676,L,299.6271271683569,311.551147081398,1022.8891713868353,50.57061614219917,227,0,No Failure
2678,M2677,L,299.04129211468785,310.7694573108029,1822.0057431480238,53.28294707443032,139,0,No Failure
2679,M2678,L,300.77729449206663,311.53665582874,1583.1928752674232,44.26303963660752,206,0,No Failure
2680,M2679,L,299.4627567521239,309.4384879785555,1514.7791100207207,37.63927462161633,19,0,No Failure
2681,M2680,L,297.82273031388195,309.8568336663645,1415.6046271815383,42.584698708084176,107,0,No Failure
2682,M2681,M,305.60274597926997,308.9555638031922,1581.0588220986183,48.05025566744435,82,0,No Failure
2683,M2682,L,299.0256656339417,309.3159565549599,1590.279190483207,50.016983064041796,50,0,No Failure
2684,M2683,L,295.56478183969597,309.0731151677138,1580.2642747453424,43.70046846985013,153,0,No Failure
2685,M2684,L,298.31580262055724,308.69327703078807,1713.5986089006979,55.27661552042685,238,0,No Failure
2686,M2685,L,297.46544662325454,311.36585662533133,1759.0542467666692,33.834879460751544,84,0,No Failure
2687,M2686,L,301.65229123208104,307.9080397049736,1901.1186127236792,51.39956295784754,100,0,No Failure
2688,M2687,L,300.6433053191832,311.37013890480455,1332.6315635102555,47.04359862760637,170,0,No Failure
2689,M2688,L,300.7974256035807,311.24605892492025,1385.3156972465565,33.89999623264629,177,0,No Failure
2690,M2689,L,299.2599550683255,310.499792675479,1572.2364334083277,42.32685882677974,201,0,No Failure
2691,M2690,L,299.44129950588615,308.8854927319059,1344.181828252443,43.01429578297333,155,0,No Failure
2692,M2691,L,299.2581377927847,308.41782488855677,1376.396985525556,38.57967559643318,153,0,No Failure
2693,M2692,L,299.8376136317291,309.45159631873645,1595.045916301326,38.47064500062128,76,0,No Failure
2694,M2693,L,301.6706668707297,310.6251204563399,1680.16847099597,24.751723683144046,24,0,HDF
2695,M2694,H,300.6721508250107,310.0030636374407,1755.1855905557727,33.10732786998863,114,1,No Failure
2696,M2695,L,301.0002256592417,308.95650050490525,1461.4771172484798,37.61627867810474,30,0,No Failure
2697,M2696,M,300.9991178164984,311.1482047846565,1592.6305927075941,34.274316103366,211,0,No Failure
2698,M2697,L,301.7688848747635,311.6843833281815,1548.551547178754,31.443359315772668,206,0,No Failure
2699,M2698,M,300.5763000830805,309.7734008359854,1503.5314890359973,50.61091353119015,145,0,No Failure
2700,M2699,M,300.7176961453578,310.10933690359735,1336.7981669583965,38.9607491335532,167,0,No Failure
2701,M2700,L,302.3776124823863,308.4911513163705,1311.3577821594956,61.66741720536433,86,0,No Failure
2702,M2701,H,298.6699081639938,309.58561328389095,1633.3349559911912,42.22747499066263,66,0,No Failure
2703,M2702,L,298.288514840097,310.510439978001,1333.4361240231597,50.40155192684696,190,0,No Failure
2704,M2703,L,297.6281568016263,310.3548565402578,1144.6162350345946,37.918779550317325,10,0,No Failure
2705,M2704,M,300.3658291272405,309.4923321507903,1493.6477353419625,33.383252340780274,154,1,No Failure
2706,M2705,M,296.29253551756176,309.72575649152355,1791.0480604299498,42.62849205135794,164,0,No Failure
2707,M2706,L,300.9243081921193,309.55278926345545,941.0299123195516,52.955160707611476,139,0,No Failure
2708,M2707,L,299.7816138109989,309.7215352862816,1442.3339453692977,39.10927564545608,224,0,No Failure
2709,M2708,L,302.26927939964213,310.42323480251815,1635.0429730652465,44.46778183781193,155,0,No Failure
2710,M2709,L,298.65616537907005,308.03246291463086,1135.3007133570397,42.57560431452393,5,0,No Failure
2711,M2710,M,299.593363429165,309.9256504851921,1457.3334167597836,39.01999077740188,249,1,RNF
2712,M2711,L,302.2444066665867,310.3499755356257,1272.1085510894916,39.531755345887646,69,0,No Failure
2713,M2712,L,302.7662712935563,309.4295153143589,1298.5643771986229,30.015253712797584,171,0,No Failure
2714,M2713,L,298.6396952684964,309.52066695603514,1419.516358459596,39.889114664967536,212,0,No Failure
2715,M2714,L,300.3635624651743,309.54960555918456,1275.370421973566,46.53293963394331,88,0,No Failure
2716,M2715,L,300.5888379553681,309.52095002646286,1258.7398593696375,42.957121181436996,46,0,No Failure
2717,M2716,M,300.7473068112423,310.0058837778504,1488.1536496915992,41.84180527636454,35,0,No Failure
2718,M2717,H,299.47484868136877,310.12900275801377,1945.4278121071372,47.25011446220862,81,0,No Failure
2719,M2718,M,302.5627667962473,307.8994856837662,1651.5486634895713,41.949349103518834,43,0,No Failure
2720,M2719,L,296.22059303275694,310.6528803714723,1702.106553407671,40.1391593885182,230,0,No Failure
2721,M2720,M,299.1577395303978,309.71000111565303,1659.452487683769,47.35160406961032,196,0,No Failure
2722,M2721,M,300.8958614655459,311.93296317546856,1360.4972774641565,41.36599618348968,150,0,No Failure
2723,M2722,M,300.9144496238987,308.80835146110127,1562.1664458232322,37.63404705857558,150,0,OSF
2724,M2723,L,302.70551806122955,309.1326854912457,1719.5388521884668,44.68270255146935,86,0,No Failure
2725,M2724,L,302.39645078640257,309.79709102141675,1665.6674935563583,39.64781594432778,34,0,No Failure
2726,M2725,L,299.42891674938556,310.413225449686,1538.910201473677,37.18486542812797,92,0,No Failure
2727,M2726,L,302.59974248706123,308.0492326726285,1604.0092988387787,41.55422225200744,196,0,No Failure
2728,M2727,L,298.5719165124451,309.17089994788387,1992.5747930338305,41.67090845920731,60,0,No Failure
2729,M2728,L,301.8617747655837,310.59132016057384,1667.8886434312692,28.963752760650152,208,0,No Failure
2730,M2729,L,303.621044956842,309.05187605356747,1436.9681285604702,43.33230467300123,165,0,No Failure
2731,M2730,M,302.42988821370994,311.37002637637625,1485.1925987470806,58.4651284908517,179,0,No Failure
